FNFNUM,TAXON,TAXAUTHOR,GENUS,SPECIES,SUBSPECIES,VARIETY,FORMA,CULTIVAR,SPAUT,SPSAUT,SPVAUT,SPFAUT,CULTAUT,FAMILY,SPCMT,PLCO,TAXNO,VALIDTAXNO,GRINVERIFY,USEAGE,USERID,CREATED,MODIFIED
"1710","Cassia obtusifolia","","Cassia","obtusifolia","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1484","Cassia siamea","","Cassia","siamea","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"217","Cassia tora","L.","Cassia","tora","","","","","L.","","","","","Fabaceae","","283102007","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1711","Cassinia laevis","","Cassinia","laevis","","","","","","","","","","Asteraceae","","","411180","411180","","M","DUKE","10-DEC-97","15-JUL-05"
"1485","Cassinia uncata","","Cassinia","uncata","","","","","","","","","","Asteraceae","","","447227","447227","","M","DUKE","10-DEC-97","15-JUL-05"
"218","Castanea dentata","(MARSHALL) BORKH.","Castanea","dentata","","","","","(MARSHALL) BORKH.","","","","","Fagaceae","","123003002","9435","9435","","F","DUKE","10-DEC-97","15-JUL-05"
"219","Castanea mollisima","BLUME","Castanea","mollisima","","","","","BLUME","","","","","Fagaceae","","","","","","F","DUKE","10-DEC-97","15-JUL-05"
"220","Castanea sativa","MILLER","Castanea","sativa","","","","","MILLER","","","","","Fagaceae","","123003005","9445","9445","","F","DUKE","10-DEC-97","15-JUL-05"
"1486","Castanopsis concinna","","Castanopsis","concinna","","","","","","","","","","Fagaceae","","","9506","9506","","M","DUKE","10-DEC-97","15-JUL-05"
"1487","Castanopsis eyrei","","Castanopsis","eyrei","","","","","","","","","","Fagaceae","","","9510","9510","","M","DUKE","10-DEC-97","15-JUL-05"
"1488","Castanopsis lamontii","","Castanopsis","lamontii","","","","","","","","","","Fagaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"221","Castanospermum australe","A. CUNN. & C. FRASER EX HOOK.","Castanospermum","australe","","","","","A. CUNN. & C. FRASER EX HOOK.","","","","","Fabaceae","","283167001","9525","9525","","M","DUKE","10-DEC-97","15-JUL-05"
"1297","Catalpa bignonioides","WALT.","Catalpa","bignonioides","","","","","WALT.","","","","","Bignoniaceae","","","9581","9581","","","DUKE","10-DEC-97","15-JUL-05"
"1298","Catalpa longissima","(JACQ.) DUM.-COURS.","Catalpa","longissima","","","","","(JACQ.) DUM.-COURS.","","","","","Bignoniaceae","","","9590","9590","","","DUKE","10-DEC-97","15-JUL-05"
"222","Catalpa ovata","G. DON","Catalpa","ovata","","","","","G. DON","","","","","Bignoniaceae","","","9591","9591","","M","DUKE","10-DEC-97","15-JUL-05"
"223","Catha edulis","VAHL","Catha","edulis","","","","","VAHL","","","","","Celastraceae","","348012001","9606","9606","","M","DUKE","10-DEC-97","15-JUL-05"
"224","Catharanthus lanceus","(BOJ.) PICHON","Catharanthus","lanceus","","","","","(BOJ.) PICHON","","","","","Apocynaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1967","Catharanthus longifolius","","Catharanthus","longifolius","","","","","","","","","","Apocynaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"225","Catharanthus roseus","(L.) G. DON","Catharanthus","roseus","","","","","(L.) G. DON","","","","","Apocynaceae","","","70159","70159","","M","DUKE","10-DEC-97","15-JUL-05"
"226","Caulophyllum thalictroides","(L.) MICHX.","Caulophyllum","thalictroides","","","","","(L.) MICHX.","","","","","Berberidaceae","","","402531","402531","","M","DUKE","10-DEC-97","15-JUL-05"
"1423","Ceanothus americanus","L.","Ceanothus","americanus","","","","","L.","","","","","Rhamnaceae","","","9642","9642","","M","DUKE","10-DEC-97","15-JUL-05"
"1712","Ceanothus velutinus","","Ceanothus","velutinus","","","","","","","","","","Rhamnaceae","","","313601","313601","","M","DUKE","10-DEC-97","15-JUL-05"
"227","Cedrela odorata","L.","Cedrela","odorata","","","","","L.","","","","","Meliaceae","","312001002","9685","9685","","M","DUKE","10-DEC-97","15-JUL-05"
"228","Cedrus deodora","LOUD.","Cedrus","deodora","","","","","LOUD.","","","","","Pinaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"229","Cedrus libani","A. RICH.","Cedrus","libani","","","","","A. RICH.","","","","","Pinaceae","","","9695","9695","","M","DUKE","10-DEC-97","15-JUL-05"
"1204","Ceiba pentandra","(L.) GAERTN.","Ceiba","pentandra","","","","","(L.) GAERTN.","","","","","Bombacaceae","","","9703","9703","","M","DUKE","10-DEC-97","15-JUL-05"
"230","Celosia cristata","L.","Celosia","cristata","","","","","L.","","","","","Amaranthaceae","","153004001","","","","M","DUKE","10-DEC-97","15-JUL-05"
"231","Cenchrus biflorus","ROXB","Cenchrus","biflorus","","","","","ROXB","","","","","Poaceae","","38074002","9791","9791","","M","DUKE","10-DEC-97","15-JUL-05"
"232","Centaurea calcitrapa","L.","Centaurea","calcitrapa","","","","","L.","","","","","Asteraceae","","","316612","316612","","M","DUKE","10-DEC-97","15-JUL-05"
"233","Centaurea cyanus","L.","Centaurea","cyanus","","","","","L.","","","","","Asteraceae","","580747003","9817","9817","","M","DUKE","10-DEC-97","15-JUL-05"
"234","Centaurium erythraea","RAFN.","Centaurium","erythraea","","","","","RAFN.","","","","","Gentianaceae","","","320036","320036","","M","DUKE","10-DEC-97","15-JUL-05"
"235","Centella asiatica","(L.) URBAN","Centella","asiatica","","","","","(L.) URBAN","","","","","Apiaceae","","464002001","9831","9831","","M","DUKE","10-DEC-97","15-JUL-05"
"1848","Centrosema pascuorum","C. MART. EX BENTH.","Centrosema","pascuorum","","","","","C. MART. EX BENTH.","","","","","Fabaceae","","","70162","70162","","M","DUKE","10-DEC-97","15-JUL-05"
"1849","Centrosema plumieri","(TURPIN EX PERS.) BENTH.","Centrosema","plumieri","","","","","(TURPIN EX PERS.) BENTH.","","","","","Fabaceae","","","9847","9847","","M","DUKE","10-DEC-97","15-JUL-05"
"1850","Centrosema sagittatum","(HUMB. & BONPL. EX WILLD.) BRANDEGEE","Centrosema","sagittatum","","","","","(HUMB. & BONPL. EX WILLD.) BRANDEGEE","","","","","Fabaceae","","","9849","9849","","M","DUKE","10-DEC-97","15-JUL-05"
"1851","Centrosema schiedianum","","Centrosema","schiedianum","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"236","Cephaelis ipecacuanha","(BROT.) A. RICH.","Cephaelis","ipecacuanha","","","","","(BROT.) A. RICH.","","","","","Rubiaceae","","562292001","","","","M","DUKE","10-DEC-97","15-JUL-05"
"237","Cephalotaxus drupacea","","Cephalotaxus","drupacea","","","","","","","","","","Cephalotaxaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"238","Cephalotaxus fortunei","HOOK.","Cephalotaxus","fortunei","","","","","HOOK.","","","","","Cephalotaxaceae","","","9887","9887","","M","DUKE","10-DEC-97","15-JUL-05"
"239","Cephalotaxus hainanensis","HOOK.","Cephalotaxus","hainanensis","","","","","HOOK.","","","","","Cephalotaxaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"240","Cephalotaxus harringtonii","(D. DON) C. KOCH","Cephalotaxus","harringtonii","","","","","(D. DON) C. KOCH","","","","","Cephalotaxaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"241","Cephalotaxus mannii","","Cephalotaxus","mannii","","","","","","","","","","Cephalotaxaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"242","Cephalotaxus spp","","Cephalotaxus","spp","","","","","","","","","","Cephalotaxaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"243","Cephalotaxus wilsoniana","HAYATA","Cephalotaxus","wilsoniana","","","","","HAYATA","","","","","Cephalotaxaceae","","","104667","104667","","M","DUKE","10-DEC-97","15-JUL-05"
"244","Ceratonia siliqua","L.","Ceratonia","siliqua","","","","","L.","","","","","Fabaceae","","283095001","9918","9918","","F","DUKE","10-DEC-97","15-JUL-05"
"1489","Ceriops decandra","","Ceriops","decandra","","","","","","","","","","Rhizophoraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"245","Chaenomeles lagenaria","KOIDZ.","Chaenomeles","lagenaria","","","","","KOIDZ.","","","","","Rosaceae","","","","","","F","DUKE","10-DEC-97","15-JUL-05"
"1412","Chaenomeles speciosa","NAKAI","Chaenomeles","speciosa","","","","","NAKAI","","","","","Rosaceae","","","10014","10014","","","DUKE","10-DEC-97","15-JUL-05"
"1713","Chamaecrista greggii","","Chamaecrista","greggii","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1852","Chamaecytisus albus","","Chamaecytisus","albus","","","","","","","","","","Fabaceae","","","311008","311008","","M","DUKE","10-DEC-97","15-JUL-05"
"1853","Chamaecytisus eriocarpus","","Chamaecytisus","eriocarpus","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1854","Chamaecytisus hirsutus","","Chamaecytisus","hirsutus","","","","","","","","","","Fabaceae","","","311017","311017","","M","DUKE","10-DEC-97","15-JUL-05"
"1855","Chamaecytisus ratisbonensis","","Chamaecytisus","ratisbonensis","","","","","","","","","","Fabaceae","","","311022","311022","","M","DUKE","10-DEC-97","15-JUL-05"
"1856","Chamaecytisus smyrnaeus","","Chamaecytisus","smyrnaeus","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1857","Chamaecytisus supinus","","Chamaecytisus","supinus","","","","","","","","","","Fabaceae","","","311024","311024","","M","DUKE","10-DEC-97","15-JUL-05"
"2128","Chamaelirium luteum","(L.) A. GRAY","Chamaelirium","luteum","","","","","(L.) A. GRAY","","","","","Liliaceae","","","402533","402533","","M","DUKE","10-DEC-97","15-JUL-05"
"246","Chamaemelum nobile","(L.) ALL.","Chamaemelum","nobile","","","","","(L.) ALL.","","","","","Asteraceae","","580909001","104133","104133","","G","DUKE","10-DEC-97","15-JUL-05"
"1858","Chamaespartium sagittale","","Chamaespartium","sagittale","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1859","Chamaespartium tridentatum","","Chamaespartium","tridentatum","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"247","Chamaesyce hypericifolia","MILLSP.","Chamaesyce","hypericifolia","","","","","MILLSP.","","","","","Euphorbiaceae","","","412018","412018","","M","DUKE","10-DEC-97","15-JUL-05"
"1299","Chamissoa altissima","(JACQ.) HBK","Chamissoa","altissima","","","","","(JACQ.) HBK","","","","","Amaranthaceae","","","10146","10146","","","DUKE","10-DEC-97","15-JUL-05"
"248","Chelidonium majus","L.","Chelidonium","majus","","","","","L.","","","","","Papaveraceae","","","10169","10169","","M","DUKE","10-DEC-97","15-JUL-05"
"249","Chenopodium album","L.","Chenopodium","album","","","","","L.","","","","","Chenopodiaceae","","","10178","10178","","F","DUKE","10-DEC-97","15-JUL-05"
"250","Chenopodium ambrosioides","L.","Chenopodium","ambrosioides","","","","","L.","","","","","Chenopodiaceae","","150010002","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2129","Chenopodium quinoa","","Chenopodium","quinoa","","","","","","","","","","Chenopodiaceae","","","10194","10194","","M","DUKE","10-DEC-97","15-JUL-05"
"251","Chimaphila umbellata","(L.) NUTT.","Chimaphila","umbellata","","","","","(L.) NUTT.","","","","","Ericaceae","","","402538","402538","","M","DUKE","10-DEC-97","15-JUL-05"
"1300","Chiococca alba","(L.) HITCHC.","Chiococca","alba","","","","","(L.) HITCHC.","","","","","Rubiaceae","","","10209","10209","","","DUKE","10-DEC-97","15-JUL-05"
"252","Chondrodendron tomentosum","RUIZ & PAVON corr. MIERS.","Chondrodendron","tomentosum","","","","","RUIZ & PAVON corr. MIERS.","","","","","Menispermaceae","","","400208","400208","","M","DUKE","10-DEC-97","15-JUL-05"
"253","Chondrus crispus","(L.) STACKH.","Chondrus","crispus","","","","","(L.) STACKH.","","","","","","A red alga","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1860","Chronanthus biflorus","","Chronanthus","biflorus","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"254","Chrysanthemum balsamita","L.","Chrysanthemum","balsamita","","","","","L.","","","","","Asteraceae","","580612001","","","","M","DUKE","10-DEC-97","15-JUL-05"
"255","Chrysanthemum cinerariifolium","(TREVIR.) VIS.","Chrysanthemum","cinerariifolium","","","","","(TREVIR.) VIS.","","","","","Asteraceae","","580612002","","","","M","DUKE","10-DEC-97","15-JUL-05"
"256","Chrysanthemum coronarium","L.","Chrysanthemum","coronarium","","","","","L.","","","","","Asteraceae","","580612004","","","","G","DUKE","10-DEC-97","15-JUL-05"
"1148","Chrysanthemum x morifolium","RAMAT.","Chrysanthemum","x morifolium","","","","","RAMAT.","","","","","Asteraceae","","","10373","10373","","M","DUKE","10-DEC-97","15-JUL-05"
"257","Chrysanthemum parthenium","(L.) BERNH.","Chrysanthemum","parthenium","","","","","(L.) BERNH.","","","","","Asteraceae","Synonym for Tanacetum parthenium","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1220","Chrysobalanus icaco","","Chrysobalanus","icaco","","","","","","","","","","Chrysobalanaceae","","","10397","10397","","","DUKE","10-DEC-97","15-JUL-05"
"1221","Chrysophyllum cainito","RADLK.","Chrysophyllum","cainito","","","","","RADLK.","","","","","Sapotaceae","","","10405","10405","","","DUKE","10-DEC-97","15-JUL-05"
"258","Cicer arietinum","L.","Cicer","arietinum","","","","","L.","","","","","Fabaceae","","283417001","10535","10535","","F","DUKE","10-DEC-97","15-JUL-05"
"259","Cichorium endivia","L.","Cichorium","endivia","","","","","L.","","","","","Asteraceae","","580823001","10542","10542","","F","DUKE","10-DEC-97","15-JUL-05"
"260","Cichorium intybus","L.","Cichorium","intybus","","","","","L.","","","","","Asteraceae","","580823002","10543","10543","","F","DUKE","10-DEC-97","15-JUL-05"
"261","Cicuta maculata","L.","Cicuta","maculata","","","","","L.","","","","","Apiaceae","","464119001","10545","10545","","M","DUKE","10-DEC-97","15-JUL-05"
"262","Cimicifuga dahurica","(TURCZ. EX FISCH. & C. A. MEY.) MAXIM.","Cimicifuga","dahurica","","","","","(TURCZ. EX FISCH. & C. A. MEY.) MAXIM.","","","","","Ranunculaceae","Synonym of Actaea dahurica","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"263","Cimicifuga racemosa","(L.) NUTT.","Cimicifuga","racemosa","","","","","(L.) NUTT.","","","","","Ranunculaceae","Synonym of Actaea racemosa L.","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"264","Cinchona spp","","Cinchona","spp","","","","","","","","","","Rubiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"265","Cinnamomum aromaticum","NEES","Cinnamomum","aromaticum","","","","","NEES","","","","","Lauraceae","Synonym: Cinnamomum cassia","218001001","70182","70182","","G","DUKE","10-DEC-97","15-JUL-05"
"266","Cinnamomum burmannii","(NEES) BLUME","Cinnamomum","burmannii","","","","","(NEES) BLUME","","","","","Lauraceae","","218001002","10577","10577","","M","DUKE","10-DEC-97","15-JUL-05"
"267","Cinnamomum camphora","(L.) NEES & EBERM.","Cinnamomum","camphora","","","","","(L.) NEES & EBERM.","","","","","Lauraceae","","218001003","10578","10578","","M","DUKE","10-DEC-97","15-JUL-05"
"1344","Cinnamomum glaucescens","","Cinnamomum","glaucescens","","","","","","","","","","Lauraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1345","Cinnamomum impressicostatum","KOSTERM.","Cinnamomum","impressicostatum","","","","","KOSTERM.","","","","","Lauraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1346","Cinnamomum iners","REINWARDT","Cinnamomum","iners","","","","","REINWARDT","","","","","Lauraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1347","Cinnamomum javanicum","BLUME","Cinnamomum","javanicum","","","","","BLUME","","","","","Lauraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1348","Cinnamomum mollissimum","HOOK.F.","Cinnamomum","mollissimum","","","","","HOOK.F.","","","","","Lauraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1349","Cinnamomum porrectum","(ROXB.) KOSTERM.","Cinnamomum","porrectum","","","","","(ROXB.) KOSTERM.","","","","","Lauraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1350","Cinnamomum pubescens","KOCHUMMEN","Cinnamomum","pubescens","","","","","KOCHUMMEN","","","","","Lauraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"268","Cinnamomum sieboldii","","Cinnamomum","sieboldii","","","","","","","","","","Lauraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1413","Cinnamomum sulphuratum","NEES","Cinnamomum","sulphuratum","","","","","NEES","","","","","Lauraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"269","Cinnamomum verum","J. PRESL","Cinnamomum","verum","","","","","J. PRESL","","","","","Lauraceae","Synonym: Cinnamomum zeylanicum","218001005","70183","70183","","G","DUKE","10-DEC-97","15-JUL-05"
"270","Cissampelos pareira","L.","Cissampelos","pareira","","","","","L.","","","","","Menispermaceae","","196008001","10605","10605","","M","DUKE","10-DEC-97","15-JUL-05"
"1301","Cissus verticillata","L>","Cissus","verticillata","","","","","L>","","","","","Vitaceae","","","310369","310369","","","DUKE","10-DEC-97","15-JUL-05"
"271","Cistanche salsa","(C.A.MEYER) G. BECK","Cistanche","salsa","","","","","(C.A.MEYER) G. BECK","","","","","Orobanchaceae","","","402544","402544","","M","DUKE","10-DEC-97","15-JUL-05"
"272","Cistus ladaniferus","L.","Cistus","ladaniferus","","","","","L.","","","","","Cistaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1490","Cistus laurifolius","","Cistus","laurifolius","","","","","","","","","","Cistaceae","","","10641","10641","","M","DUKE","10-DEC-97","15-JUL-05"
"1351","Citharexylum subserratum","","Citharexylum","subserratum","","","","","","","","","","Verbenaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"273","Citrullus colocynthis","","Citrullus","colocynthis","","","","","","","","","","Cucurbitaceae","","571051001","10674","10674","","M","DUKE","10-DEC-97","15-JUL-05"
"274","Citrullus lanatus","(THUNB.) MATSUM. & NAKAI","Citrullus","lanatus","","","","","(THUNB.) MATSUM. & NAKAI","","","","","Cucurbitaceae","","571051002","10675","10675","","F","DUKE","10-DEC-97","15-JUL-05"
"275","Citrus aurantiifolia","(CHRISTM.) SWINGLE","Citrus","aurantiifolia","","","","","(CHRISTM.) SWINGLE","","","","","Rutaceae","","","10683","10683","","F","DUKE","10-DEC-97","15-JUL-05"
"1352","Citrus aurantium f. kabusu","","Citrus","aurantium","","","kabusu","","L.","","","","","Rutaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"276","Citrus aurantium","L.","Citrus","aurantium","","","","","L.","","","","","Rutaceae","","","10684","10684","","F","DUKE","10-DEC-97","15-JUL-05"
"1140","Citrus ichangensis","SWING.","Citrus","ichangensis","","","","","SWING.","","","","","Rutaceae","","","10717","10717","","M","DUKE","10-DEC-97","15-JUL-05"
"1142","Citrus junos","SIEB. EX TAN.","Citrus","junos","","","","","SIEB. EX TAN.","","","","","Rutaceae","Probable hybrid = C. ichangensis x C. reticulata v. austera?","","10725","10725","","F","DUKE","10-DEC-97","15-JUL-05"
"2156","Citrus limetta","","Citrus","limetta","","","","","","","","","","Rutaceae","","","10730","10730","","F","DUKE","10-DEC-97","15-JUL-05"
"279","Citrus limon","(L.) BURMAN f.","Citrus","limon","","","","","(L.) BURMAN f.","","","","","Rutaceae","","302115004","10732","10732","","F","DUKE","10-DEC-97","15-JUL-05"
"280","Citrus medica","L.","Citrus","medica","","","","","L.","","","","","Rutaceae","","302115005","10745","10745","","F","DUKE","10-DEC-97","15-JUL-05"
"1141","Citrus meyerii","Y. TAN.","Citrus","meyerii","","","","","Y. TAN.","","","","","Rutaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1222","Citrus mitis","BLANCO","Citrus","mitis","","","","","BLANCO","","","","","Rutaceae","","","","","","F","DUKE","10-DEC-97","15-JUL-05"
"283","Citrus paradisi","MacFAD.","Citrus","paradisi","","","","","MacFAD.","","","","","Rutaceae","","302115006","","","","F","DUKE","10-DEC-97","15-JUL-05"
"281","Citrus reticulata","BLANCO","Citrus","reticulata","","","","","BLANCO","","","","","Rutaceae","","302115007","10778","10778","","F","DUKE","10-DEC-97","15-JUL-05"
"282","Citrus sinensis","(L.) OSBECK","Citrus","sinensis","","","","","(L.) OSBECK","","","","","Rutaceae","","","10782","10782","","F","DUKE","10-DEC-97","15-JUL-05"
"1353","Citrus sphaerocarpa","TANAKA","Citrus","sphaerocarpa","","","","","TANAKA","","","","","Rutaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1143","Citrus spp","","Citrus","spp","","","","","","","","","","Rutaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1354","Citrus sudachi","HORT. EX SHIRAI","Citrus","sudachi","","","","","HORT. EX SHIRAI","","","","","Rutaceae","","","314333","314333","","","DUKE","10-DEC-97","15-JUL-05"
"1144","Citrus unshiu","MARKOVITCH","Citrus","unshiu","","","","","MARKOVITCH","","","","","Rutaceae","","","10793","10793","","M","DUKE","10-DEC-97","15-JUL-05"
"1714","Claoxylon polot","","Claoxylon","polot","","","","","","","","","","Euphorbiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"5102","Cleistocalyx fullageri","F. MUELL.","Cleistocalyx","fullageri","","","","","F. MUELL.","","","","","Myrtaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"284","Clematis vitalba","L.","Clematis","vitalba","","","","","L.","","","","","Ranunculaceae","","","136","136","","M","DUKE","10-DEC-97","15-JUL-05"
"1988","Cleonia lusitanica","(L.) L.","Cleonia","lusitanica","","","","","(L.) L.","","","","","Lamiaceae","Prunella lusitanica","","160","160","","M","DUKE","10-DEC-97","15-JUL-05"
"1491","Clerodendrum inerme","","Clerodendrum","inerme","","","","","","","","","","Lamiaceae","","","417493","417493","","M","DUKE","10-DEC-97","15-JUL-05"
"1492","Clinacanthus nutans","","Clinacanthus","nutans","","","","","","","","","","Acanthaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1355","Clinopodium umbrosum","(M.BIEB.) KOCH","Clinopodium","umbrosum","","","","","(M.BIEB.) KOCH","","","","","Lamiaceae","","","407595","407595","","","DUKE","10-DEC-97","15-JUL-05"
"1493","Clinopodium vulgare","","Clinopodium","vulgare","","","","","","","","","","Lamiaceae","","","316629","316629","","M","DUKE","10-DEC-97","15-JUL-05"
"1861","Clitoria falcata","LAM","Clitoria","falcata","","","","","LAM","","","","","Fabaceae","","","313367","313367","","M","DUKE","10-DEC-97","15-JUL-05"
"1862","Clitoria ternatea","L.","Clitoria","ternatea","","","","","L.","","","","","Fabaceae","","","10942","10942","","M","DUKE","10-DEC-97","15-JUL-05"
"1715","Clusia arboricida","","Clusia","arboricida","","","","","","","","","","Clusiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1192","Clusia sp.","","Clusia","sp.","","","","","","","","","","Clusiaceae","","","312284","312284","","M","DUKE","10-DEC-97","15-JUL-05"
"285","Cnicus benedictus","L.","Cnicus","benedictus","","","","","L.","","","","","Asteraceae","","580750001","10967","10967","","G","DUKE","10-DEC-97","15-JUL-05"
"286","Cnidium officinale","MAKINO","Cnidium","officinale","","","","","MAKINO","","","","","Apiaceae","","","423643","423643","","M","DUKE","10-DEC-97","15-JUL-05"
"287","Cnidoscolus chayamansa","McVAUGH","Cnidoscolus","chayamansa","","","","","McVAUGH","","","","","Euphorbiaceae","","","10968","10968","","F","DUKE","10-DEC-97","15-JUL-05"
"1716","Coccoloba excoriata","","Coccoloba","excoriata","","","","","","","","","","Polygonaceae","","","10985","10985","","M","DUKE","10-DEC-97","15-JUL-05"
"288","Cocos nucifera","L.","Cocos","nucifera","","","","","L.","","","","","Arecaceae","","","11043","11043","","F","DUKE","10-DEC-97","15-JUL-05"
"289","Coffea arabica","L.","Coffea","arabica","","","","","L.","","","","","Rubiaceae","","","300141","300141","","F","DUKE","10-DEC-97","15-JUL-05"
"290","Coix lacryma-jobi","L.","Coix","lacryma-jobi","","","","","L.","","","","","Poaceae","","38007001","11129","11129","","F","DUKE","10-DEC-97","15-JUL-05"
"291","Cola acuminata","(P. BEAUV.) SCHOTT & ENDL.","Cola","acuminata","","","","","(P. BEAUV.) SCHOTT & ENDL.","","","","","Sterculiaceae","","380048001","101905","101905","","F","DUKE","10-DEC-97","15-JUL-05"
"292","Colchicum autumnale","L.","Colchicum","autumnale","","","","","L.","","","","","Liliaceae","","73037001","11137","11137","","M","DUKE","10-DEC-97","15-JUL-05"
"293","Coleus barbatus","BENTH.","Coleus","barbatus","","","","","BENTH.","","","","","Lamiaceae","Synonym for Plectranthus barbatus","","","","","G","DUKE","10-DEC-97","15-JUL-05"
"295","Coleus blumei","BENTH.","Coleus","blumei","","","","","BENTH.","","","","","Lamiaceae","","538146003","","","","M","DUKE","10-DEC-97","15-JUL-05"
"294","Coleus forskohlii","BRIQ","Coleus","forskohlii","","","","","BRIQ","","","","","Lamiaceae","Synonym of Plectranthus barbatus","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1990","Coleus ignarius","","Coleus","ignarius","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"296","Collinsonia canadensis","L.","Collinsonia","canadensis","","","","","L.","","","","","Lamiaceae","","","423713","423713","","M","DUKE","10-DEC-97","15-JUL-05"
"297","Colocasia esculenta","(L.) SCHOTT","Colocasia","esculenta","","","","","(L.) SCHOTT","","","","","Araceae","","","11177","11177","","F","DUKE","10-DEC-97","15-JUL-05"
"1863","Cologana broussonetii","","Cologana","broussonetii","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1302","Colubrina arborescens","","Colubrina","arborescens","","","","","","","","","","Rhamnaceae","","","105410","105410","","","DUKE","10-DEC-97","15-JUL-05"
"1717","Colubrina granulosa","","Colubrina","granulosa","","","","","","","","","","Rhamnaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1303","Colubrina texensis","","Colubrina","texensis","","","","","","","","","","Rhamnaceae","","","310095","310095","","","DUKE","10-DEC-97","15-JUL-05"
"1718","Combretum imberbe","","Combretum","imberbe","","","","","","","","","","Combretaceae","","","11228","11228","","M","DUKE","10-DEC-97","15-JUL-05"
"1283","Commelina benghalensis","L.","Commelina","benghalensis","","","","","L.","","","","","Commelinaceae","","","311531","311531","","M","DUKE","10-DEC-97","15-JUL-05"
"1284","Commelina communis","L.","Commelina","communis","","","","","L.","","","","","Commelinaceae","","","311532","311532","","M","DUKE","10-DEC-97","15-JUL-05"
"2132","Commiphora mukul","","Commiphora","mukul","","","","","","","","","","Burseraceae","Synonym of Commiphora Wightii (Arn.) Bhandari","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"298","Commiphora myrrha","(NEES) ENGL.","Commiphora","myrrha","","","","","(NEES) ENGL.","","","","","Burseraceae","Syns: Balsamodendrum myrrha, C. molmol, C. myrrha var.molmol","","402550","402550","","G","DUKE","10-DEC-97","15-JUL-05"
"1494","Comptonia peregrina","","Comptonia","peregrina","","","","","","","","","","Myricaceae","","","400154","400154","","M","DUKE","10-DEC-97","15-JUL-05"
"299","Conium maculatum","L.","Conium","maculatum","","","","","L.","","","","","Apiaceae","","","11262","11262","","M","DUKE","10-DEC-97","15-JUL-05"
