FNFNUM,TAXON,TAXAUTHOR,GENUS,SPECIES,SUBSPECIES,VARIETY,FORMA,CULTIVAR,SPAUT,SPSAUT,SPVAUT,SPFAUT,CULTAUT,FAMILY,SPCMT,PLCO,TAXNO,VALIDTAXNO,GRINVERIFY,USEAGE,USERID,CREATED,MODIFIED
"300","Consolida ajacis","(L.) SCHUR","Consolida","ajacis","","","","","(L.) SCHUR","","","","","Ranunculaceae","","","105348","105348","","M","DUKE","10-DEC-97","15-JUL-05"
"301","Convallaria majalis","L.","Convallaria","majalis","","","","","L.","","","","","Liliaceae","","73187001","11280","11280","","M","DUKE","10-DEC-97","15-JUL-05"
"302","Conyza canadensis","(L.) CRONQ.","Conyza","canadensis","","","","","(L.) CRONQ.","","","","","Asteraceae","","","104171","104171","","M","DUKE","10-DEC-97","15-JUL-05"
"303","Copaifera spp","","Copaifera","spp","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"304","Coptis chinensis","FRANCH.","Coptis","chinensis","","","","","FRANCH.","","","","","Ranunculaceae","","","402553","402553","","M","DUKE","10-DEC-97","15-JUL-05"
"305","Coptis japonica","(THUNB.) MAKINO","Coptis","japonica","","","","","(THUNB.) MAKINO","","","","","Ranunculaceae","","","403064","403064","","M","DUKE","10-DEC-97","15-JUL-05"
"306","Coptis spp","","Coptis","spp","","","","","","","","","","Ranunculaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"307","Corchorus olitorius","L.","Corchorus","olitorius","","","","","L.","","","","","Tiliaceae","","","11458","11458","","F","DUKE","10-DEC-97","15-JUL-05"
"308","Coriandrum sativum","L.","Coriandrum","sativum","","","","","L.","","","","","Apiaceae","","","11523","11523","","F","DUKE","10-DEC-97","15-JUL-05"
"309","Coriaria myrtifolia","L.","Coriaria","myrtifolia","","","","","L.","","","","","Coriariaceae","","","11526","11526","","M","DUKE","10-DEC-97","15-JUL-05"
"310","Coriaria thymifolia","HUMB. & BONPL.","Coriaria","thymifolia","","","","","HUMB. & BONPL.","","","","","Coriariaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1991","Coridothymus capitatus","(L.) REICHB. F.","Coridothymus","capitatus","","","","","(L.) REICHB. F.","","","","","Lamiaceae","","","407805","407805","","M","DUKE","10-DEC-97","15-JUL-05"
"1495","Cornus capitata","","Cornus","capitata","","","","","","","","","","Cornaceae","","","11546","11546","","M","DUKE","10-DEC-97","15-JUL-05"
"311","Cornus florida","L.","Cornus","florida","","","","","L.","","","","","Cornaceae","","","11551","11551","","M","DUKE","10-DEC-97","15-JUL-05"
"1719","Cornus macrophylla","","Cornus","macrophylla","","","","","","","","","","Cornaceae","","","11562","11562","","M","DUKE","10-DEC-97","15-JUL-05"
"312","Cornus officinalis","SIEB. & ZUCC.","Cornus","officinalis","","","","","SIEB. & ZUCC.","","","","","Cornaceae","","","11567","11567","","M","DUKE","10-DEC-97","15-JUL-05"
"313","Corydalis spp","","Corydalis","spp","","","","","","","","","","Papaveraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"314","Corylus avellana","L.","Corylus","avellana","","","","","L.","","","","","Betulaceae","Synonyms: C. heterophylla","122004001","11643","11643","","F","DUKE","10-DEC-97","15-JUL-05"
"1720","Cotylelobium scabriusculum","","Cotylelobium","scabriusculum","","","","","","","","","","Dipterocarpaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1356","Coutarea latiflora","(MOC.&SESSE) DC.","Coutarea","latiflora","","","","","(MOC.&SESSE) DC.","","","","","Rubiaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"315","Crataegus cuneata","SIEB. & ZUCC.","Crataegus","cuneata","","","","","SIEB. & ZUCC.","","","","","Rosaceae","","","12091","12091","","M","DUKE","10-DEC-97","15-JUL-05"
"316","Crataegus laevigata","(POIR.) DC","Crataegus","laevigata","","","","","(POIR.) DC","","","","","Rosaceae","Crataegus oxyacantha auct. is a synonym","","313800","313800","","M","DUKE","10-DEC-97","15-JUL-05"
"1721","Crateva religiosa","","Crateva","religiosa","","","","","","","","","","Capparaceae","","","12158","12158","","M","DUKE","10-DEC-97","15-JUL-05"
"1722","Crateva tapia","","Crateva","tapia","","","","","","","","","","Capparaceae","","","410983","410983","","M","DUKE","10-DEC-97","15-JUL-05"
"318","Crocus sativus","L.","Crocus","sativus","","","","","L.","","","","","Iridaceae","","91001001","12265","12265","","M","DUKE","10-DEC-97","15-JUL-05"
"319","Crotalaria juncea","L.","Crotalaria","juncea","","","","","L.","","","","","Fabaceae","","283235002","12331","12331","","M","DUKE","10-DEC-97","15-JUL-05"
"320","Crotalaria retusa","L.","Crotalaria","retusa","","","","","L.","","","","","Fabaceae","","","12374","12374","","M","DUKE","10-DEC-97","15-JUL-05"
"1723","Crotalaria semperflorens","","Crotalaria","semperflorens","","","","","","","","","","Fabaceae","","","12379","12379","","M","DUKE","10-DEC-97","15-JUL-05"
"321","Croton eluteria","(L.) SW.","Croton","eluteria","","","","","(L.) SW.","","","","","Euphorbiaceae","","","12406","12406","","M","DUKE","10-DEC-97","15-JUL-05"
"1305","Croton linearis","JACQ.","Croton","linearis","","","","","JACQ.","","","","","Euphorbiaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"1497","Croton megalocarpus","","Croton","megalocarpus","","","","","","","","","","Euphorbiaceae","","","12418","12418","","M","DUKE","10-DEC-97","15-JUL-05"
"322","Croton tiglium","L.","Croton","tiglium","","","","","L.","","","","","Euphorbiaceae","","328063001","12426","12426","","M","DUKE","10-DEC-97","15-JUL-05"
"323","Cryptostegia grandifolia","R. BR.","Cryptostegia","grandifolia","","","","","R. BR.","","","","","Asclepiadaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"324","Cucumis melo subsp. ssp melo var.cantalupensis","NAUDIN","Cucumis","melo","ssp melo var.cantalupensis","","","","L.","NAUDIN","","","","Cucurbitaceae","","571052002","","","","F","DUKE","10-DEC-97","15-JUL-05"
"325","Cucumis sativus","L.","Cucumis","sativus","","","","","L.","","","","","Cucurbitaceae","","571052003","404426","404426","","F","DUKE","10-DEC-97","15-JUL-05"
"1208","Cucurbita foetidissima","HBK.","Cucurbita","foetidissima","","","","","HBK.","","","","","Cucurbitaceae","","","12590","12590","","","DUKE","10-DEC-97","15-JUL-05"
"326","Cucurbita maxima","DUCH.","Cucurbita","maxima","","","","","DUCH.","","","","","Cucurbitaceae","","571075002","12597","12597","","F","DUKE","10-DEC-97","15-JUL-05"
"327","Cucurbita pepo","L.","Cucurbita","pepo","","","","","L.","","","","","Cucurbitaceae","","","12606","12606","","F","DUKE","10-DEC-97","15-JUL-05"
"328","Cucurbita spp","","Cucurbita","spp","","","","","","","","","","Cucurbitaceae","","","","","","F","DUKE","10-DEC-97","15-JUL-05"
"329","Cuminum cyminum","L.","Cuminum","cyminum","","","","","L.","","","","","Apiaceae","","464110001","12617","12617","","F","DUKE","10-DEC-97","15-JUL-05"
"330","Cunila origanoides","(L.) BRITTON","Cunila","origanoides","","","","","(L.) BRITTON","","","","","Lamiaceae","Synonyms: Cunila mariana L., Satureja origanoides L.","","415074","415074","","M","DUKE","10-DEC-97","15-JUL-05"
"1724","Cuphea carthagenensis","","Cuphea","carthagenensis","","","","","","","","","","Lythraceae","","","12631","12631","","M","DUKE","10-DEC-97","15-JUL-05"
"1725","Cuphea epilobifolia","","Cuphea","epilobifolia","","","","","","","","","","Lythraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1726","Cuphea infundibulum","","Cuphea","infundibulum","","","","","","","","","","Lythraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1727","Curatella americana","","Curatella","americana","","","","","","","","","","Dilleniaceae","","","12671","12671","","M","DUKE","10-DEC-97","15-JUL-05"
"331","Curcuma longa","L.","Curcuma","longa","","","","","L.","","","","","Zingiberaceae","Synonyms: Curcuma domestica Valeton","","12676","12676","","F","DUKE","10-DEC-97","15-JUL-05"
"332","Curcuma xanthorrhiza","ROXB.","Curcuma","xanthorrhiza","","","","","ROXB.","","","","","Zingiberaceae","","","411356","411356","","M","DUKE","10-DEC-97","15-JUL-05"
"333","Curcuma zedoaria","(CHRISTM.) ROSCOE","Curcuma","zedoaria","","","","","(CHRISTM.) ROSCOE","","","","","Zingiberaceae","Synonyms: Amomum zedoaria Christm.","96028002","12678","12678","","M","DUKE","10-DEC-97","15-JUL-05"
"1306","Cuscuta europaea","L.","Cuscuta","europaea","","","","","L.","","","","","Cuscutaceae","","","409853","409853","","","DUKE","10-DEC-97","15-JUL-05"
"1307","Cuscuta reflexa","ROXB.","Cuscuta","reflexa","","","","","ROXB.","","","","","Cuscutaceae","","","318333","318333","","","DUKE","10-DEC-97","15-JUL-05"
"334","Cycas revoluta","THUNB.","Cycas","revoluta","","","","","THUNB.","","","","","Cycadaceae","","1001002","12727","12727","","M","DUKE","10-DEC-97","15-JUL-05"
"335","Cyclanthera pedata","(L.) SCHRADER","Cyclanthera","pedata","","","","","(L.) SCHRADER","","","","","Cucurbitaceae","","571095001","12773","12773","","F","DUKE","10-DEC-97","15-JUL-05"
"336","Cydonia oblonga","MILLER","Cydonia","oblonga","","","","","MILLER","","","","","Rosaceae","","274021001","12779","12779","","F","DUKE","10-DEC-97","15-JUL-05"
"337","Cymbopogon citratus","(DC. ex NEES) STAPF","Cymbopogon","citratus","","","","","(DC. ex NEES) STAPF","","","","","Poaceae","Synonyms: Andropogon citratus DC. ex Nees","","12797","12797","","G","DUKE","10-DEC-97","15-JUL-05"
"338","Cymbopogon flexuosus","(NEES ex STEUDEL) J. F. WATSON","Cymbopogon","flexuosus","","","","","(NEES ex STEUDEL) J. F. WATSON","","","","","Poaceae","","38353002","12804","12804","","G","DUKE","10-DEC-97","15-JUL-05"
"339","Cymbopogon martinii","(ROXB.) J. F. WATSON","Cymbopogon","martinii","","","","","(ROXB.) J. F. WATSON","","","","","Poaceae","","38353003","","","","G","DUKE","10-DEC-97","15-JUL-05"
"340","Cymbopogon nardus","(L.) RENDLE","Cymbopogon","nardus","","","","","(L.) RENDLE","","","","","Poaceae","","38353004","12810","12810","","G","DUKE","10-DEC-97","15-JUL-05"
"341","Cymbopogon parkeri","STAPF","Cymbopogon","parkeri","","","","","STAPF","","","","","Poaceae","","","12814","12814","","G","DUKE","10-DEC-97","15-JUL-05"
"342","Cymbopogon winterianus","JOWITT","Cymbopogon","winterianus","","","","","JOWITT","","","","","Poaceae","","38353005","103628","103628","","G","DUKE","10-DEC-97","15-JUL-05"
"343","Cynanchum atratum","BUNGE","Cynanchum","atratum","","","","","BUNGE","","","","","Asclepiadaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"344","Cynara cardunculus subsp. cardunculus","","Cynara","cardunculus","cardunculus","","","","L.","","","","","Asteraceae","Cynara scolymus L. is a synonym","580734002","317995","317995","","F","DUKE","10-DEC-97","15-JUL-05"
"1357","Cyperus articulatus","","Cyperus","articulatus","","","","","","","","","","Cyperaceae","","","12899","12899","","","DUKE","10-DEC-97","15-JUL-05"
"345","Cyperus rotundus","L.","Cyperus","rotundus","","","","","L.","","","","","Cyperaceae","","","316644","316644","","F","DUKE","10-DEC-97","15-JUL-05"
"346","Cyphomandra betacea","(CAV.) SENDT.","Cyphomandra","betacea","","","","","(CAV.) SENDT.","","","","","Solanaceae","","540032001","","","","F","DUKE","10-DEC-97","15-JUL-05"
"347","Cypripedium pubescens","WILLD.","Cypripedium","pubescens","","","","","WILLD.","","","","","Orchidaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"348","Cyrtosperma chamissonis","(SCHOTT) MERR.","Cyrtosperma","chamissonis","","","","","(SCHOTT) MERR.","","","","","Araceae","","44028001","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1864","Cytisus ardoini","","Cytisus","ardoini","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1865","Cytisus ingramii","","Cytisus","ingramii","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1866","Cytisus multiflorus","","Cytisus","multiflorus","","","","","","","","","","Fabaceae","","","12992","12992","","M","DUKE","10-DEC-97","15-JUL-05"
"1867","Cytisus patens","","Cytisus","patens","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"349","Cytisus scoparius","(L.) LINK.","Cytisus","scoparius","","","","","(L.) LINK.","","","","","Fabaceae","","283248002","13019","13019","","M","DUKE","10-DEC-97","15-JUL-05"
"1868","Cytisus sp","","Cytisus","sp","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1869","Cytisus striatus","","Cytisus","striatus","","","","","","","","","","Fabaceae","","","311080","311080","","M","DUKE","10-DEC-97","15-JUL-05"
"1870","Cytisus tribracteolatus","","Cytisus","tribracteolatus","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"350","Daemonorops draco","BL.","Daemonorops","draco","","","","","BL.","","","","","Arecaceae","","","13138","13138","","M","DUKE","10-DEC-97","15-JUL-05"
"1871","Dalbergia nitidula","","Dalbergia","nitidula","","","","","","","","","","Fabaceae","","","436036","436036","","M","DUKE","10-DEC-97","15-JUL-05"
"1872","Dalbergia paniculata","","Dalbergia","paniculata","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1498","Dalbergia sericea","","Dalbergia","sericea","","","","","","","","","","Fabaceae","","","13168","13168","","M","DUKE","10-DEC-97","15-JUL-05"
"351","Daphne genkwa","SIEB & ZUCC.","Daphne","genkwa","","","","","SIEB & ZUCC.","","","","","Thymelaeaceae","","","13262","13262","","M","DUKE","10-DEC-97","15-JUL-05"
"352","Daphne mezereum","L.","Daphne","mezereum","","","","","L.","","","","","Thymelaeaceae","","","13273","13273","","M","DUKE","10-DEC-97","15-JUL-05"
"353","Datura candida","(PERS,) SAFF.","Datura","candida","","","","","(PERS,) SAFF.","","","","","Solanaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"354","Datura innoxia","MILL.","Datura","innoxia","","","","","MILL.","","","","","Solanaceae","","540039008","","","","M","DUKE","10-DEC-97","15-JUL-05"
"355","Datura metel","L.","Datura","metel","","","","","L.","","","","","Solanaceae","","540039003","13315","13315","","M","DUKE","10-DEC-97","15-JUL-05"
"356","Datura stramonium","L.","Datura","stramonium","","","","","L.","","","","","Solanaceae","","","13323","13323","","M","DUKE","10-DEC-97","15-JUL-05"
"357","Daucus carota","L.","Daucus","carota","","","","","L.","","","","","Apiaceae","","","300172","300172","","F","DUKE","10-DEC-97","15-JUL-05"
"1358","Davilla rugosa","POIR.","Davilla","rugosa","","","","","POIR.","","","","","Dilleniaceae","","","430212","430212","","","DUKE","10-DEC-97","15-JUL-05"
"1359","Davilla sp.","","Davilla","sp.","","","","","","","","","","Dilleniaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"358","Dendrobium nobile","LINDL.","Dendrobium","nobile","","","","","LINDL.","","","","","Orchidaceae","","","13509","13509","","M","DUKE","10-DEC-97","15-JUL-05"
"1728","Dendroseris neriifolia","","Dendroseris","neriifolia","","","","","","","","","","Asteraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1499","Derris trifoliata","","Derris","trifoliata","","","","","","","","","","Fabaceae","","","13555","13555","","M","DUKE","10-DEC-97","15-JUL-05"
"1873","Desmodium gangeticum","(L.) DC.","Desmodium","gangeticum","","","","","(L.) DC.","","","","","Fabaceae","","","13632","13632","","M","DUKE","10-DEC-97","15-JUL-05"
"1500","Desmodium pulchellum","","Desmodium","pulchellum","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1729","Dichrostachys glomerata","","Dichrostachys","glomerata","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1501","Dicliptera roxburghiana","","Dicliptera","roxburghiana","","","","","","","","","","Acanthaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1730","Dicoma tomentosa","","Dicoma","tomentosa","","","","","","","","","","Asteraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"359","Dictamnus albus","L.","Dictamnus","albus","","","","","L.","","","","","Rutaceae","","302031001","13928","13928","","M","DUKE","10-DEC-97","15-JUL-05"
"1992","Dictamnus angustifolius","","Dictamnus","angustifolius","","","","","","","","","","Rutaceae","","","13929","13929","","M","DUKE","10-DEC-97","15-JUL-05"
"1993","Dictamnus caucasicus","","Dictamnus","caucasicus","","","","","","","","","","Rutaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1994","Dictamnus hispanicus","","Dictamnus","hispanicus","","","","","","","","","","Rutaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"360","Dieffenbachia seguine","(JACQ.) SCHOTT","Dieffenbachia","seguine","","","","","(JACQ.) SCHOTT","","","","","Araceae","","","13948","13948","","M","DUKE","10-DEC-97","15-JUL-05"
"361","Digitalis lanata","EHRH.","Digitalis","lanata","","","","","EHRH.","","","","","Scrophulariaceae","","","13979","13979","","M","DUKE","10-DEC-97","15-JUL-05"
"1502","Dillenia anhamanica","","Dillenia","anhamanica","","","","","","","","","","Dilleniaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1503","Dillenia aurea","","Dillenia","aurea","","","","","","","","","","Dilleniaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1504","Dillenia bracteata","","Dillenia","bracteata","","","","","","","","","","Dilleniaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1155","Dillenia indica","L.","Dillenia","indica","","","","","L.","","","","","Dilleniaceae","","","14122","14122","","M","DUKE","10-DEC-97","15-JUL-05"
"1505","Dillenia pentagyna","","Dillenia","pentagyna","","","","","","","","","","Dilleniaceae","","","14124","14124","","M","DUKE","10-DEC-97","15-JUL-05"
"1156","Dillenia retusa","THUNB.","Dillenia","retusa","","","","","THUNB.","","","","","Dilleniaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1506","Dillenia scabrella","","Dillenia","scabrella","","","","","","","","","","Dilleniaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1874","Dioclea glycinoides","","Dioclea","glycinoides","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1271","Dionaea muscipula","E.","Dionaea","muscipula","","","","","E.","","","","","Droseraceae","","","405268","405268","","M","DUKE","10-DEC-97","15-JUL-05"
"363","Dioscorea alata","L.","Dioscorea","alata","","","","","L.","","","","","Dioscoreaceae","","","14175","14175","","F","DUKE","10-DEC-97","15-JUL-05"
"364","Dioscorea bulbifera","L.","Dioscorea","bulbifera","","","","","L.","","","","","Dioscoreaceae","","87003002","14186","14186","","F","DUKE","10-DEC-97","15-JUL-05"
"365","Dioscorea composita","HEMSL.","Dioscorea","composita","","","","","HEMSL.","","","","","Dioscoreaceae","","87003003","14190","14190","","M","DUKE","10-DEC-97","15-JUL-05"
